Component Report
D:/gerber/SENSORSHLD1-EVK-101_BRD_REV01_2016-03-24.brd
Thu Mar 24 10:33:26 2016
Total Components:  95
REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
C33,C_2_C0402_1UF,1uF,,C0402,365.000,560.000,180.000,NO
C34,C_2_C0402_1UF,1uF,,C0402,450.000,680.000,180.000,NO
C35,C_2_C0402_1UF,1uF,,C0402,560.000,800.000,180.000,NO
C36,C_2_C0402_1UF,1uF,,C0402,525.000,930.000,0.000,NO
C37,C_2_C0402_1UF,1uF,,C0402,555.000,625.000,180.000,NO
C38,C_2_C0402_1UF,1uF,,C0402,525.000,890.000,180.000,NO
D1,LED_0_LED0402_SML-P11VTT86,SML-P11VTT86,,LED0402,102.969,474.449,90.000,NO
H1,BREAKOUTHEADER_5PIN_HDR_THVT_1X,BreakoutHeader_5Pin,,HDR_THVT_1X5_100,2000.000,1295.000,270.000,NO
H2,BREAKOUTHEADER_4PIN_HDR_THVT_1X,BreakoutHeader_4Pin,,HDR_THVT_1X4_100,2400.000,100.000,180.000,NO
H3,BREAKOUTHEADER_3PIN_HDR_THVT_1X,BreakoutHeader_3Pin,,HDR_THVT_1X3_100,2000.000,2100.000,0.000,NO
H4,HEADER_ARD_POWER_0_HDR_THVT_1X8,Header_Ard_Power,,HDR_THVT_1X8_100,500.000,100.000,180.000,YES
H5,HEADER_ARD_ANALOGIN_HDR_THVT_1X,Header_Ard_AnalogIn,,HDR_THVT_1X6_100,1400.000,100.000,180.000,YES
H6,HEADER_ARD_DIGITAL1_0_HDR_THVT_,Header_Ard_Digital1,,HDR_THVT_1X8_100,1900.000,2000.000,0.000,YES
H7,HEADER_ARD_DIGITAL2_HDR_THVT_1X,Header_Ard_Digital2,,HDR_THVT_1X10_100,1040.000,2000.000,0.000,YES
H8,HEADER_ARD_DIGITAL2_TOPSIDE_HDR,Header_Ard_Digital2_TopSide,,HDR_THVT_1X10_100,1040.000,2100.000,0.000,YES
R1,R_R0603_10K,10k,,R0603,840.000,1365.000,90.000,NO
R8,R_R0603_10K,10k,,R0603,425.000,1795.000,270.000,NO
R9,R_R0603_10K,10k,,R0603,275.000,1795.000,270.000,NO
R10,R_R0603_10K,10k,,R0603,1175.000,1795.000,270.000,NO
R11,R_R0603_0,0,,R0603,345.000,1795.000,270.000,NO
R12,R_R0603_0,0,,R0603,500.000,1795.000,270.000,NO
R13,R_R0603_0,0,,R0603,575.000,1795.000,270.000,NO
R14,R_R0603_0,0,,R0603,650.000,1795.000,270.000,NO
R15,R_R0603_0,0,,R0603,725.000,1795.000,270.000,NO
R16,R_R0603_0,0,,R0603,800.000,1795.000,270.000,NO
R17,R_R0603_0,0,,R0603,950.000,1795.000,270.000,NO
R18,R_R0603_0,0,,R0603,1100.000,1795.000,270.000,NO
R19,R_R0603_0,0,,R0603,1250.000,1795.000,270.000,NO
R20,R_R0603_0,0,,R0603,1325.000,1795.000,270.000,NO
R21,R_R0603_0,0,,R0603,1400.000,1795.000,270.000,NO
R22,R_R0603_0,0,,R0603,1500.000,1795.000,270.000,NO
R23,R_R0603_0,0,,R0603,1600.000,1795.000,270.000,NO
R24,R_R0603_0,0,,R0603,1700.000,1795.000,270.000,NO
R25,R_R0603_0,0,,R0603,1800.000,1795.000,270.000,NO
R26,R_R0603_0,0,,R0603,1900.000,1795.000,270.000,NO
R27,R_R0603_0,0,,R0603,1400.000,335.000,90.000,NO
R28,R_R0603_0,0,,R0603,1500.000,335.000,90.000,NO
R29,R_R0603_0,0,,R0603,1600.000,335.000,90.000,NO
R30,R_R0603_0,0,,R0603,1700.000,335.000,90.000,NO
R31,R_R0603_0,0,,R0603,1770.000,335.000,90.000,NO
R33,R_R0603_0,0,,R0603,1025.000,1795.000,90.000,NO
R34,R_R0603_10K,10k,,R0603,1725.000,990.000,90.000,NO
R35,R_R0603_22,22,,R0603,1145.079,355.220,0.000,NO
R36,R_R0603_10K,10k,,R0603,102.969,369.449,270.000,NO
R37,R_R0603_10K,10k,,R0603,1690.079,605.220,0.000,NO
R38,R_R0603_10K,10k,,R0603,1145.079,290.220,180.000,NO
R39,R_R0603_0,0,,R0603,875.000,1795.000,90.000,NO
R40,R_R0603_0,0,,R0603,1690.000,550.000,180.000,NO
R41,R_R0603_0,0,,R0603,1725.000,1095.000,270.000,NO
R42,R_R0603_200K,200k,,R0603,410.000,1000.000,180.000,NO
R43,R_R0603_10K,10k,,R0603,370.000,765.000,180.000,NO
R44,R_R0603_0,0,,R0603,260.000,560.000,0.000,NO
R45,R_R0603_10K,10k,,R0603,210.000,610.000,0.000,NO
R46,R_R0603_10K,10k,,R0603,265.000,765.000,0.000,NO
U1,HVSOF5_3_SSOP5_BDE0600G,BDE0600G,,SSOP5,969.449,1342.031,180.000,NO
U2,BM1383GLV_BM1383GLV_BM1383GLV,BM1383GLV,,BM1383GLV,1260.000,1325.000,270.000,NO
U4,HVSOF5_1_HVSOF5_BU52014HFV,BU52014HFV,,HVSOF5,1609.449,1337.031,0.000,NO
U5,C-TQFN12-4.0X3.7-1_5.00_TQFN12_,ML8511,,TQFN12,984.174,654.984,180.000,NO
U6,RPR-0521_0_IC_3P94X2P36_RPR-052,RPR-0521,,IC_3P94X2P36,1290.709,648.409,180.000,NO
U7,BH1745NUC_1_BH1745NUC_BH1745NUC,BH1745NUC,,BH1745NUC,1548.268,639.590,90.000,NO
U8,LGA_3.9_LGA_3X3X0P9_KMX62,KMX62,,LGA_3X3X0P9,1274.449,1072.031,0.000,NO
U11,KXG03_LGA_3X3X0P9_KXG03,KXG03,,LGA_3X3X0P9,1589.449,1067.031,0.000,NO
U12,SPM0423HD4H-WB_IC_4P72X3P76_SPM,SPM0423HD4H-WB,,IC_4P72X3P76,934.449,357.031,0.000,NO
U13,KX122_LGA_2X2X0P9_KX122,KX122,,LGA_2X2X0P9,500.000,1600.000,180.000,NO
U14,KX122_LGA_2X2X0P9_KX122,KX122,,LGA_2X2X0P9,500.000,375.000,180.000,NO
U15,KX122_LGA_2X2X0P9_KX122,KX122,,LGA_2X2X0P9,2450.000,375.000,180.000,NO
U16,KX122_LGA_2X2X0P9_KX122,KX122,,LGA_2X2X0P9,2450.000,1600.000,180.000,NO
U17,BM1422GMV_MLLGA010V020A_BM1422G,BM1422GMV,,MLLGA010V020A,335.000,660.000,180.000,NO
U18,NVT2003DP,118_TSSOP10_NVT2003DP,NVT2003DP,118,,TSSOP10,335.000,885.000,0.000,NO
U19,BU18TA2WNVX-TR_4SSON-EP_BU18TA2,BU18TA2WNVX-TR,,4SSON-EP,535.000,710.000,90.000,NO
